food;ingredients;category;kitchen;food_url
Коктейль Don’t Tease the Bees;джин, лилле, медовый сироп, лимонный сок, грейпфрутовый сок, белок пастеризованный, виски, шоколад юдзу в виде медовых сот, ликер из бузины, медовые соты;Напитки;Авторская кухня;https://eda.ru/recepty/napitki/kokteyl-don-t-tease-the-bees-140224
Медовый грог с молоком;темный ром, мед, молоко, вода, молотый мускатный орех;Напитки;Европейская кухня;https://eda.ru/recepty/napitki/medovij-grog-s-molokom-20475
Ягодно-банановый смузи;апельсиновый сок, бананы, замороженные ягоды, лед, мягкий тофу, сахар;Напитки;Европейская кухня;https://eda.ru/recepty/napitki/jagodno-bananovij-smuzi-28560
Коктейль «Аквариум»;водка, ром «бакарди», свежевыжатый лимонный сок, кокосовые сливки, ананасовый сок, имбирное пиво, вишня, ананас, апельсины, ликер blue curacao;Напитки;Авторская кухня;https://eda.ru/recepty/napitki/kokteyl-akvarium--152884
Горячий шоколад с красным вином;молоко, красное вино, шоколадные капли;Напитки;Авторская кухня;https://eda.ru/recepty/napitki/goryachiy-shokolad-s-krasnym-vinom-152882
Коктейль «Один дома»;водка, ароматизированная мандариновой цедрой, травяной ликер, имбирный лимонад , лайм, мандарины;Напитки;Европейская кухня;https://eda.ru/recepty/napitki/kokteyl-odin-doma-151821
Коктейль Twin Peaks;замороженная вишня, сахар, молотый кофе, красный винный уксус, кислота лимонная, вода, питьевой спирт, сосновые побеги, ирландский виски ;Напитки;Авторская кухня;https://eda.ru/recepty/napitki/kokteyl-twin-peaks-140606
Коктейль с королевским вареньем из крыжовника;крыжовник, сахар, грецкие орехи, анис (бадьян), водка, лимонный сок;Напитки;Европейская кухня;https://eda.ru/recepty/napitki/kokteyl-s-korolevskim-varenem-iz-kryzhovnika-139783
Бананово-шоколадный смузи;бананы, соевое молоко, мягкий тофу, какао-порошок, мед;Напитки;Китайская кухня;https://eda.ru/recepty/napitki/bananovo-shokoladnij-smuzi-28561
Горячий банановый коктейль с шоколадом;молоко, бананы, ванильный стручок, черный шоколад 70%-ный, молотая корица;Напитки;Американская кухня;https://eda.ru/recepty/napitki/gorjachij-bananovij-koktejl-s-shokoladom-52506
Коктейль «Дыня»;джин, куантро, дынный ликер, лимонный сок, листья кафрского лайма;Напитки;Авторская кухня;https://eda.ru/recepty/napitki/kokteyl-dynya-151125
«Сбитень моей мамы»;водка, зеленый травяной ликер, сахарный сироп, белый чай с ромашкой, мята, мед, яблочное пюре, лимонный сок, имбирный сок, курага, чернослив;Напитки;Авторская кухня;https://eda.ru/recepty/napitki/sbiten-moey-mamy--151881
Коктейль Bird Cherry Pie;ром captain morgan spiced, красный вермут, черемуха протертая с сахаром , лимон, куриное яйцо;Напитки;Европейская кухня;https://eda.ru/recepty/napitki/kokteyl-bird-cherry-pie-151819
Волшебное зелье;имбирный лимонад , сок тамаринда, свежий имбирь, анис (бадьян), свежая мята, лед;Напитки;Авторская кухня;https://eda.ru/recepty/napitki/volshebnoe-zele-152102
Irish coffee (Ирландский кофе);тростниковый сахар, свежесваренный кофе, ирландский виски , взбитые сливки;Напитки;Европейская кухня;https://eda.ru/recepty/napitki/irish-coffee-irlandskiy-kofe-93713
Молочный коктейль;мороженое, рисовое ванильное молоко;Напитки;Русская кухня;https://eda.ru/recepty/napitki/molochnij-koktejl-29064
Ванильное мороженое с лимонадом;ванильное мороженое , лимонад;Напитки;Русская кухня;https://eda.ru/recepty/napitki/vanilnoe-morozhenoe-s-limonadom-23172
Ореховый раф;кокосовое молоко, банановое молоко, эспрессо, корица, урбеч из кешью, тростниковый сахар, молотый фундук;Напитки;Японская кухня;https://eda.ru/recepty/napitki/orehovyy-raf-173954
Матча «Персик-юдзу»;матча, персиковый сироп, кокосовое молоко, юдзу, сахар, мед;Напитки;Японская кухня;https://eda.ru/recepty/napitki/matcha-persik-yudzu-173955
Коктейль с зеленым горошком Green Lady;грушевая водка, ликер из ревеня,  стручковый зеленый горошек , лимонный сок, свежие ягоды;Напитки;Европейская кухня;https://eda.ru/recepty/napitki/kokteyl-s-zelenym-goroshkom-green-lady-173993
Ягодный компот;ванильный стручок, сахар, клубника, ежевика, палочки корицы, бальзамический уксус, черная смородина, сметана 35%-ная, миндальные хлопья;Напитки;Русская кухня;https://eda.ru/recepty/napitki/jagodnij-kompot-31977
Витаминный коктейль из грейпфрута, киви и банана;грейпфруты, киви, вода, бананы, сахарный сироп;Напитки;Европейская кухня;https://eda.ru/recepty/napitki/vitaminnij-koktejl-iz-grejpfruta-kivi-i-banana-34211
Смузи с ягодами и бананом;малина, натуральный йогурт, вишня, клубника, бананы;Напитки;Европейская кухня;https://eda.ru/recepty/napitki/smuzi-s-jagodami-i-bananom-48143
Коктейль Verde Gimlet;текила, вода, сахар, кислота лимонная, кинза, яблочный уксус, рассол от перца халапеньо;Напитки;Авторская кухня;https://eda.ru/recepty/napitki/kokteyl-verde-gimlet-140434
Коктейль Don’t Tease the Bees;джин, лилле, медовый сироп, лимонный сок, грейпфрутовый сок, белок пастеризованный, виски, шоколад юдзу в виде медовых сот, ликер из бузины, медовые соты;Напитки;Авторская кухня;https://eda.ru/recepty/napitki/kokteyl-don-t-tease-the-bees-140224
Коктейль «Капри»;сидр, лимонад «ситро», сироп «барбарис», кордиал «персик»;Напитки;Авторская кухня;https://eda.ru/recepty/napitki/kokteyl-kapri-152457
Матча «Персик-юдзу»;матча, персиковый сироп, кокосовое молоко, юдзу, сахар, мед;Напитки;Японская кухня;https://eda.ru/recepty/napitki/matcha-persik-yudzu-173955
Коктейль с зеленым горошком Green Lady;грушевая водка, ликер из ревеня,  стручковый зеленый горошек , лимонный сок, свежие ягоды;Напитки;Европейская кухня;https://eda.ru/recepty/napitki/kokteyl-s-zelenym-goroshkom-green-lady-173993
Витаминный коктейль из грейпфрута, киви и банана;грейпфруты, киви, вода, бананы, сахарный сироп;Напитки;Европейская кухня;https://eda.ru/recepty/napitki/vitaminnij-koktejl-iz-grejpfruta-kivi-i-banana-34211
Смузи с ягодами и бананом;малина, натуральный йогурт, вишня, клубника, бананы;Напитки;Европейская кухня;https://eda.ru/recepty/napitki/smuzi-s-jagodami-i-bananom-48143
Викторианский негус для детей;сахар, палочки корицы, красный портвейн, апельсины, гвоздика, вода, молотый мускатный орех;Напитки;Европейская кухня;https://eda.ru/recepty/napitki/viktorianskij-negus-dlja-detej-20534
Кофе инков на мате;эспрессо, чай мате, сироп кардамона;Напитки;Европейская кухня;https://eda.ru/recepty/napitki/kofe-inkov-na-mate-93647
Берриоска;черника, малина, клубника, сахар, водка;Напитки;Европейская кухня;https://eda.ru/recepty/napitki/berrioska-15545
Коктейль «Лисичка»;банановый ликер, персиковый сок, лимонный сок, водка;Напитки;Европейская кухня;https://eda.ru/recepty/napitki/koktejl-lisichka-53148
Лимонад с зеленым горошком;огурцы, зеленый горошек, свежий тимьян, вода, сахар, лимонный сок;Напитки;Европейская кухня;https://eda.ru/recepty/napitki/limonad-s-zelenym-goroshkom-173990
Коктейль «Велюр»;сидр, сироп «кола», газированный напиток «байкал»;Напитки;Авторская кухня;https://eda.ru/recepty/napitki/kokteyl-velyur-152456
Мятный «Шейкерато»;эспрессо доппио, мятный сироп, цедра апельсина;Напитки;Европейская кухня;https://eda.ru/recepty/napitki/myatnyy-sheykerato-93651
Кокосовый милкшейк с ананасом и черникой;замороженная черника, ананасовый шербет, сладкая кокосовая стружка , кокосовое молоко;Напитки;Американская кухня;https://eda.ru/recepty/napitki/kokosovij-milkshejk-s-ananasom-chernikoj-23171
Кефир с облепихой и морковным соком;облепиха, кефир, морковный сок, сахар;Напитки;Европейская кухня;https://eda.ru/recepty/napitki/kefir-s-oblepihoj-i-morkovnim-sokom-39418
Кокосовый милкшейк с ананасом и черникой;замороженная черника, ананасовый шербет, сладкая кокосовая стружка , кокосовое молоко;Напитки;Американская кухня;https://eda.ru/recepty/napitki/kokosovij-milkshejk-s-ananasom-chernikoj-23171
Сливочный кофе с кленовым сиропом;молоко, сливки, кленовый сироп, взбитые сливки, крепкий кофе;Напитки;Испанская кухня;https://eda.ru/recepty/napitki/slivochnij-kofe-s-klenovim-siropom-22659
Облепиховая настойка на джине;облепиха, вода, джин, сахар;Напитки;Русская кухня;https://eda.ru/recepty/napitki/oblepihovaja-nastojka-na-dzhine-53145
Горячий шоколад с апельсиновым ликером;молоко, сливки, апельсиновый сок, цедра апельсина, темный шоколад, ликер «гран марнье», взбитые сливки;Напитки;Французская кухня;https://eda.ru/recepty/napitki/gorjachij-shokolad-s-apelsinovim-likerom-21165
Клубничный смузи с ванилью;молоко, пломбир, замороженная клубника, ванилин, лимонный сок, сахар;Напитки;Европейская кухня;https://eda.ru/recepty/napitki/klubnichnij-smuzi-s-vanilju-38875
Какао с зефиром маршмеллоу;желатин, вода, кукурузный сироп, соль, ванильный экстракт, кондитерский сахар, молоко, взбитые сливки, какао-порошок, ванильный сахар, сахар, горький шоколад;Напитки;Американская кухня;https://eda.ru/recepty/napitki/kakao-s-zefirom-marshmellou-35167
Облепиховая гранита;облепиховый сок, вода, сахар;Напитки;Европейская кухня;https://eda.ru/recepty/napitki/oblepihovaja-granita-39419
Мохито с яблочным соком;свежая мята, лайм, спрайт, яблочный сок без мякоти, лед;Напитки;Авторская кухня;https://eda.ru/recepty/napitki/mohito-s-jablochnim-sokom-23176
Апельсиновое шампанское;апельсиновый сок, сухое шампанское;Напитки;Европейская кухня;https://eda.ru/recepty/napitki/apelsinovoe-shampanskoe-20590
Латте-тирамису;эспрессо, ванильное мороженое , растительные сливки, печенье савоярди, молотая корица;Напитки;Японская кухня;https://eda.ru/recepty/napitki/latte-tiramisu-173956
Летний лимонад;лимон, сахар, вода, лед;Напитки;Европейская кухня;https://eda.ru/recepty/napitki/letnij-limonad-38775
Горячий шоколад с ореховым ликером и ромом;молоко, темный шоколад, сахар, молотая корица, темный ром, ликер «франжелико», взбитые сливки;Напитки;Французская кухня;https://eda.ru/recepty/napitki/gorjachij-shokolad-s-orehovim-likerom-romom-21188
Бананово-ванильный смузи;молоко 1%-ное, бананы, сухое молоко, коричневый сахар, ванильный экстракт, лед;Напитки;Европейская кухня;https://eda.ru/recepty/napitki/bananovo-vanilnij-smuzi-28564
Летний лимонад;лимон, сахар, вода, лед;Напитки;Европейская кухня;https://eda.ru/recepty/napitki/letnij-limonad-38775
Горячий шоколад с ореховым ликером и ромом;молоко, темный шоколад, сахар, молотая корица, темный ром, ликер «франжелико», взбитые сливки;Напитки;Французская кухня;https://eda.ru/recepty/napitki/gorjachij-shokolad-s-orehovim-likerom-romom-21188
Бананово-ванильный смузи;молоко 1%-ное, бананы, сухое молоко, коричневый сахар, ванильный экстракт, лед;Напитки;Европейская кухня;https://eda.ru/recepty/napitki/bananovo-vanilnij-smuzi-28564
Цитрусовый пунш с шампанским;лимон, апельсины, сухое шампанское;Напитки;Немецкая кухня;https://eda.ru/recepty/napitki/citrusovij-punsh-s-shampanskim-35199
Быстрый малиновый лимонад;содовая вода , лед, малина, кордиал «малина»;Напитки;Европейская кухня;https://eda.ru/recepty/napitki/bystryy-malinovyy-limonad-173664
Шприц с зеленым горошком;огурцы, зеленый горошек, свежий тимьян, вода, сахар, лимонный сок, лимонная водка, белое сухое игристое вино, медовый ликер;Напитки;Европейская кухня;https://eda.ru/recepty/napitki/shpric-s-zelenym-goroshkom-173992
Апельсиново-манговый смузи;апельсины, манго, бананы, яблочный сок;Напитки;Американская кухня;https://eda.ru/recepty/napitki/apelsinovo-mangovij-smuzi-23649
Новогодний пунш;лимон, полусладкое шампанское, коньяк, белое полусладкое вино, сахар, апельсины;Напитки;Русская кухня;https://eda.ru/recepty/napitki/novogodnij-punsh-20399
Турецкий черный кофе;вода, молотый кофе, сахар;Напитки;Турецкая кухня;https://eda.ru/recepty/napitki/tureckij-chernij-kofe-22682
Газированный оранжад;тростниковый сахар, лимон, апельсины, лимонная трава, лимонад;Напитки;Американская кухня;https://eda.ru/recepty/napitki/gazirovannij-oranzhad-23147
Коктейль «Альпийский кролик»;бурбон, морковный сок, лимонный сок, сироп из сахара демерара, малдонская соль, лимонная цедра, свежий имбирь, ореховый ликер;Напитки;Французская кухня;https://eda.ru/recepty/napitki/koktejl-alpijskij-krolik-44233
Горячий мокко с ванилью и какао;какао-порошок, сахар, растворимый эспрессо, ваниль, молоко, сливки;Напитки;Французская кухня;https://eda.ru/recepty/napitki/gorjachij-mokko-s-vanilju-kakao-22695
Отвар из шиповника с апельсином;сушеный шиповник, цветочный мед, минеральная вода без газа;Напитки;Европейская кухня;https://eda.ru/recepty/napitki/otvar-iz-shipovnika-s-apelsinom-40865
Облепиховый лимонад;облепиха, сахар, вода, красный базилик , лимон, свежий имбирь;Напитки;Русская кухня;https://eda.ru/recepty/napitki/oblepihovij-limonad-46332
Коктейль «Велюр»;сидр, сироп «кола», газированный напиток «байкал»;Напитки;Авторская кухня;https://eda.ru/recepty/napitki/kokteyl-velyur-152456
Айс Ти манго;зеленый чай, манговое пюре, гель из маракуйи, сахарный сироп, лед, свежая мята, лайм;Напитки;Европейская кухня;https://eda.ru/recepty/napitki/ays-ti-mango-93659
Апельсиновый эггног с имбирным элем;яичный желток, корица, гвоздика, молотый мускатный орех, ванильная эссенция, сливки 30%-ные, молоко, сахар, апельсиновый сок, имбирный эль;Напитки;Европейская кухня;https://eda.ru/recepty/napitki/apelsinovij-jeggnog-s-imbirnim-jelem-20468
Домашний клюквенный морс;свежая клюква, вода, сахар;Напитки;Русская кухня;https://eda.ru/recepty/napitki/domashnij-kljukvennij-mors-35043
Домашний черничный лимонад;вода, лимонный сок, черника, сахар, лимон, лед;Напитки;Русская кухня;https://eda.ru/recepty/napitki/domashnij-chernichnij-limonad-23743
Глинтвейн по-болгарски;красное вино, сахар, яблоко, черный перец горошком, корица, лимон, гвоздика;Напитки;Болгарская кухня;https://eda.ru/recepty/napitki/glintvejn-po-bolgarski-23318
Молочный кисель;молоко, сахар, кукурузный крахмал;Напитки;Европейская кухня;https://eda.ru/recepty/napitki/molochnij-kisel-15325
Рождественский пунш с яблоками, элем и хересом;красные яблоки, темный эль, сухой херес, коричневый сахар, лимон, молотая корица, молотый мускатный орех, молотый имбирь;Напитки;Европейская кухня;https://eda.ru/recepty/napitki/rozhdestvenskij-punsh-s-jablokami-jelem-heresom-20465
Шоколадный шейк;сахар, вода, какао, молоко, апельсиновый сок, шоколадное мороженое;Напитки;Авторская кухня;https://eda.ru/recepty/napitki/shokoladnij-shejk-18124
Фраппе с ликером «Бейлис»;лед, ликер baileys , молоко, шоколадный соус, растворимый кофе;Напитки;Греческая кухня;https://eda.ru/recepty/napitki/frappe-s-likerom-bejlis-22725
Сангрия для большой вечеринки;красное вино, виски, ром, джин, вермут, кока-кола, лимонад, фанта, фрукты, сахар, корица, колотый лед;Напитки;Еврейская кухня;https://eda.ru/recepty/napitki/sangrija-dlja-bolshoj-vecherinki-23369
Кефир с облепихой и морковным соком;облепиха, кефир, морковный сок, сахар;Напитки;Европейская кухня;https://eda.ru/recepty/napitki/kefir-s-oblepihoj-i-morkovnim-sokom-39418
Горячий шоколад с сердцами из маршмеллоу;молоко, сахар, какао-порошок, тертый шоколад, маршмеллоу;Напитки;Европейская кухня;https://eda.ru/recepty/napitki/gorjachij-shokolad-s-serdcami-iz-marshmellou-26716
Тирамису из рикотты с вишней;сыр рикотта, вишневый ликер, желатин в пластинах, яичный желток, сахарная пудра, сливки 35%-ные, вода, сахар, натуральный кофе, сахарный сироп, крахмал, печенье савоярди;Напитки;Европейская кухня;https://eda.ru/recepty/napitki/tiramisu-iz-rikotty-s-vishney-93714
Сангрия для большой вечеринки;красное вино, виски, ром, джин, вермут, кока-кола, лимонад, фанта, фрукты, сахар, корица, колотый лед;Напитки;Еврейская кухня;https://eda.ru/recepty/napitki/sangrija-dlja-bolshoj-vecherinki-23369
Горячий шоколад с сердцами из маршмеллоу;молоко, сахар, какао-порошок, тертый шоколад, маршмеллоу;Напитки;Европейская кухня;https://eda.ru/recepty/napitki/gorjachij-shokolad-s-serdcami-iz-marshmellou-26716
Тирамису из рикотты с вишней;сыр рикотта, вишневый ликер, желатин в пластинах, яичный желток, сахарная пудра, сливки 35%-ные, вода, сахар, натуральный кофе, сахарный сироп, крахмал, печенье савоярди;Напитки;Европейская кухня;https://eda.ru/recepty/napitki/tiramisu-iz-rikotty-s-vishney-93714
Рождественский яичный грог;ванильный сахар, черный чай, лимон, темный ром, яичный желток, сахар, молотая корица, молотый мускатный орех, вода, гвоздика;Напитки;Британская кухня;https://eda.ru/recepty/napitki/rozhdestvenskij-jaichnij-grog-20491
Линчбургский лимонад;виски jack daniel’s, ликер «трипл сек», содовая вода , сахар, вода, лимонный сок, яичный белок;Напитки;Американская кухня;https://eda.ru/recepty/napitki/linchburgskij-limonad-20485
Яблочный мохито;ром «бакарди яблоко», лайм, содовая вода , сахар, свежая мята;Напитки;Авторская кухня;https://eda.ru/recepty/napitki/jablochnij-mohito-26686
Домашний арахисовый ром;темный ром, арахис, сливочное масло;Напитки;Европейская кухня;https://eda.ru/recepty/napitki/domashnij-arahisovij-rom-53909
Лимонад «Тархун»;эстрагон, сахар, вода, лимон;Напитки;Русская кухня;https://eda.ru/recepty/napitki/limonad-tarhun-44696
Крюшон с шампанским и черной смородиной;сок черной смородины, черносмородиновый ликер, сухое шампанское, черная смородина, сахар, апельсины, белое сухое вино, лед;Напитки;Французская кухня;https://eda.ru/recepty/napitki/krjushon-s-shampanskim-chernoj-smorodinoj-20483
Компот из чернослива, изюма и кураги;курага, чернослив, изюм, сахар, вода;Напитки;Кавказская кухня;https://eda.ru/recepty/napitki/kompot-iz-chernosliva-izjuma-kuragi-14942
Яблочный крюшон с кальвадосом;красные яблоки, кальвадос, яблочный сок, лимон, сухое шампанское, сахар;Напитки;Французская кухня;https://eda.ru/recepty/napitki/jablochnij-krjushon-s-kalvadosom-20486
Воздушный горячий шоколад с лавандой;молоко 3,2%-ное, черный шоколад 70%-ный, молочный шоколад, сливки 33%-ные, сушеные цветы лаванды, ванильный сахар;Напитки;Авторская кухня;https://eda.ru/recepty/napitki/vozdushnij-gorjachij-shokolad-s-lavandoj-31033
Бананово-молочный коктейль;бананы, ванильное мороженое , молоко;Напитки;Американская кухня;https://eda.ru/recepty/napitki/bananovo-molochnij-koktejl-44582
Дынно-мятный лимонад;свежая мята, дыня, сок лайма, сахар, лед, минеральная вода без газа;Напитки;Европейская кухня;https://eda.ru/recepty/napitki/dinno-mjatnij-limonad-30994
Сангрия без алкоголя;консервированные персики, груши, лимон, апельсины, виноградный сок, свежая мята, газированная вода;Напитки;Итальянская кухня;https://eda.ru/recepty/napitki/sangriya-bez-alkogolya-45103
«Маргарита» с хреном и гранатом;хрен, апельсиновый ликер, серебряная текила, сок лайма, гранатовый сок, сахарный сироп;Напитки;Американская кухня;https://eda.ru/recepty/napitki/margarita-s-hrenom-i-granatom-46981
Компот из ревеня с йогуртом;стебли ревеня, сахар, апельсины, имбирь, греческий йогурт;Напитки;Европейская кухня;https://eda.ru/recepty/napitki/kompot-iz-revenja-s-jogurtom-23341
Коктейль из шампанского с апельсиново-ананасовым соком;апельсиновый сок, ананасовый сок, гренадин, полусладкое шампанское;Напитки;Французская кухня;https://eda.ru/recepty/napitki/koktejl-iz-shampanskogo-s-apelsinovo-ananasovim-sokom-23170
Смузи с сельдереем и апельсином;сельдерей, апельсины, вода;Напитки;Европейская кухня;https://eda.ru/recepty/napitki/smuzi-s-seldereem-i-apelsinom-50444
Лимонад с мятой.;лимон, вода, свежая мята, сахар;Напитки;Русская кухня;https://eda.ru/recepty/napitki/limonad-s-myatoy-44326
Апельсиновый горячий пунш;бренди, яблочный сок, лимонный сок, апельсины, вербена лимонная;Напитки;Британская кухня;https://eda.ru/recepty/napitki/apelsinovij-gorjachij-punsh-19154
Смуси с бананом и соевым молоком;бананы, соевое молоко, арахисовое масло, йогурт, мед, мюсли;Напитки;Европейская кухня;https://eda.ru/recepty/napitki/smusi-s-bananom-soevim-molokom-17958
Авокадо-смузи;бананы, авокадо, шпинат, вода;Напитки;Европейская кухня;https://eda.ru/recepty/napitki/avokado-smuzi-50289
Лавандовый лимонад;вода, сахар, концентрированный лимонный сок, свежая мята, лимон, сушеные цветы лаванды;Напитки;Французская кухня;https://eda.ru/recepty/napitki/lavandovij-limonad-23737
Пряный чай масала;семена кардамона, палочки корицы, тертый имбирь, черный перец горошком, мускатный орех, гвоздика, молоко, черный чай;Напитки;Индийская кухня;https://eda.ru/recepty/napitki/chaj-masala-30848
Тирамису из рикотты с вишней;сыр рикотта, вишневый ликер, желатин в пластинах, яичный желток, сахарная пудра, сливки 35%-ные, вода, сахар, натуральный кофе, сахарный сироп, крахмал, печенье савоярди;Напитки;Европейская кухня;https://eda.ru/recepty/napitki/tiramisu-iz-rikotty-s-vishney-93714
Домашний арахисовый ром;темный ром, арахис, сливочное масло;Напитки;Европейская кухня;https://eda.ru/recepty/napitki/domashnij-arahisovij-rom-53909
Имбирный лимонад с базиликом;лимон, имбирь, сахар, базилик, вода, сухие дрожжи;Напитки;Европейская кухня;https://eda.ru/recepty/napitki/imbirnij-limonad-s-bazilikom-24971
Домашний арахисовый ром;темный ром, арахис, сливочное масло;Напитки;Европейская кухня;https://eda.ru/recepty/napitki/domashnij-arahisovij-rom-53909
Имбирный лимонад с базиликом;лимон, имбирь, сахар, базилик, вода, сухие дрожжи;Напитки;Европейская кухня;https://eda.ru/recepty/napitki/imbirnij-limonad-s-bazilikom-24971
Кофе латте с корицей;корица, растворимый кофе, сахар, молоко;Напитки;Американская кухня;https://eda.ru/recepty/napitki/kofe-latte-s-koricej-17403
Чай на травах;листья мяты, листья малины, листья черной смородины, листья мелиссы, вода, липовый мед, коричневый кусковой сахар;Напитки;Русская кухня;https://eda.ru/recepty/napitki/chaj-na-travah-19143
Грог;анис (бадьян), вода, чай, сахар, черный душистый перец, гвоздика, черный перец горошком, корица, мускатный орех, лавровый лист, темный ром;Напитки;Британская кухня;https://eda.ru/recepty/napitki/grog-19121
Кисель клюквенный или смородиновый;свежая клюква, сахар, картофельная мука;Напитки;Европейская кухня;https://eda.ru/recepty/napitki/kisel-kljukvennij-ili-smorodinovij-15318
Кофейный грог со сливками, пряностями и цедрой апельсина;сливочное масло, сливки 30%-ные, темный ром, молотая корица, эспрессо, молотая гвоздика, молотый мускатный орех, цедра апельсина, коричневый сахар;Напитки;Европейская кухня;https://eda.ru/recepty/napitki/kofejnij-grog-so-slivkami-prjanostjami-cedroj-apelsina-20476
Бананово-манговый смузи;манго, бананы, натуральный йогурт;Напитки;Паназиатская кухня;https://eda.ru/recepty/napitki/bananovo-mangovij-smuzi-30823
Французский апельсиновый ликер;сахар, апельсины, коньяк, семена кориандра;Напитки;Европейская кухня;https://eda.ru/recepty/napitki/francuzskij-apelsinovij-liker-37519
Маргарита;текила, куантро, лайм, лед, соль;Напитки;Мексиканская кухня;https://eda.ru/recepty/napitki/margarita-25230
Горячий шоколад с ванилью и темным шоколадом;сахар, ванильный стручок, темный шоколад, молочный шоколад, какао-порошок, молоко;Напитки;Европейская кухня;https://eda.ru/recepty/napitki/gorjachij-shokolad-s-vanilju-i-temnim-shokoladom-20364
Легкий моккачино;молотый кофе, какао-порошок, молоко 1%-ное, ванильный сахар, взбитые сладкие сливки;Напитки;Авторская кухня;https://eda.ru/recepty/napitki/legkij-mokkachino-22859
Зимний мятный чай;черный листовой чай, свежая мята, листья черной смородины, корень имбиря, каркаде, гвоздика, кардамон, белый перец горошком;Напитки;Русская кухня;https://eda.ru/recepty/napitki/zimniy-myatnyy-chay-140036
Овощной смузи с кориандром;замороженные овощи , сыр брынза, молотый кориандр ;Напитки;Авторская кухня;https://eda.ru/recepty/napitki/ovoschnoj-smuzi-s-koriandrom-21192
Холодный чай со специями и лимоном;палочки корицы, гвоздика, сахар, лимонная цедра, травяной чай, лимон, лед;Напитки;Британская кухня;https://eda.ru/recepty/napitki/holodnij-chaj-so-specijami-limonom-22336
Молочный коктейль с бананами и яблочным соком;молоко, бананы, мороженое, яблочный сок;Напитки;Европейская кухня;https://eda.ru/recepty/napitki/molochnij-koktejl-s-bananami-i-jablochnim-sokom-38559
Быстрое миндальное молоко;миндаль, соль, ванилин;Напитки;Европейская кухня;https://eda.ru/recepty/napitki/bistroe-mindalnoe-moloko-38925
Рождественский пунш бумбо с темным ромом и гренадином;темный ром, гренадин, апельсиновый сок, тростниковый сахар, молотый мускатный орех, молотая корица, сок лайма;Напитки;Карибская кухня;https://eda.ru/recepty/napitki/rozhdestvenskij-punsh-bumbo-s-temnim-romom-grenadinom-20477
Горячий шоколад со специями и взбитыми имбирными сливками;молоко 1%-ное, шоколадные чипсы, коробочки кардамона, специи, палочки корицы, свежемолотый черный перец, коричневый сахар, свежий имбирь, тертый имбирь, ванильный экстракт, взбитые сливки;Напитки;Американская кухня;https://eda.ru/recepty/napitki/gorjachij-shokolad-so-specijami-vzbitimi-imbirnimi-slivkami-21102
Шоколадный кофе;сахар, вода, какао, молоко, сливки, ванильная эссенция, черный кофе;Напитки;Кофе;https://eda.ru/recepty/napitki/shokoladnij-kofe-18122
Смузи с овсянкой и бананом;овсяная крупа, вода, молоко, бананы;Напитки;Европейская кухня;https://eda.ru/recepty/napitki/smuzi-s-ovsjankoj-i-bananom-50387
Смузи с черникой и бананом;лайм, замороженная черника, апельсины, рисовое ванильное молоко, бананы, овсяные хлопья;Напитки;Американская кухня;https://eda.ru/recepty/napitki/smuzi-s-chernikoj-i-bananom-44032
Протеиновый коктейль с арахисовым маслом;молоко, арахисовая паста, мягкий обезжиренный творог, молотая корица, измельченный жареный арахис , мед;Напитки;Авторская кухня;https://eda.ru/recepty/napitki/proteinovij-koktejl-s-arahisovim-maslom-42093
Шведский рождественский глогг с кардамоном;красное сухое вино, водка, коробочки кардамона, палочки корицы, гвоздика, изюм, сахарная пудра, миндаль;Напитки;Шведская кухня;https://eda.ru/recepty/napitki/shvedskij-rozhdestvenskij-glogg-s-kardamonom-20384
Имбирный сбитень;корень имбиря, цветочный мед, лавровый лист, корица, гвоздика, кардамон, сахар, вода;Напитки;Русская кухня;https://eda.ru/recepty/napitki/imbirnyy-sbiten-45161
Цитрусово-ягодный смузи;апельсиновый сок, натуральный обезжиренный йогурт , сухое молоко, свежие ягоды, мед, ванильный экстракт;Напитки;Европейская кухня;https://eda.ru/recepty/napitki/citrusovo-jagodnij-smuzi-28568
Айс Латте Банановая Карамель;молоко, эспрессо доппио, сироп «карамель», сироп «зеленый банан»;Напитки;Итальянская кухня;https://eda.ru/recepty/napitki/ajs-latte-bananovaja-karamel-23919
Легкий банановый коктейль с овсяными хлопьями;овсяные хлопья, натуральный йогурт, мед, бананы, апельсиновый сок;Напитки;Европейская кухня;https://eda.ru/recepty/napitki/legkij-bananovij-koktejl-s-ovsjanimi-hlopjami-40450
Кофе латте с халвой;свежесваренный кофе, молоко 3,2%-ное, халва, мед;Напитки;Европейская кухня;https://eda.ru/recepty/napitki/kofe-latte-s-halvoj-48553
Лимонад из ревеня с мятой;стебли ревеня, вода, сахар, свежая мята, лед;Напитки;Европейская кухня;https://eda.ru/recepty/napitki/limonad-iz-revenja-s-mjatoj-29326
Кафе-брюло (Cafe Brulot);апельсины, бренди, куантро, гвоздика, лимонная цедра, палочки корицы, сахар, черный кофе;Напитки;Французская кухня;https://eda.ru/recepty/napitki/kafe-brjulo-cafe-brulot-21745
Бананово-яблочный смузи с воздушной пшеницей;бананы, яблоко, воздушная пшеница , натуральный йогурт;Напитки;Русская кухня;https://eda.ru/recepty/napitki/bananovo-yablochnyy-smuzi-s-vozdushnoy-pshenicey-92995
