food;ingredients;category;kitchen;food_url
Цитрусовый коктейль;грейпфруты, клементины, апельсины, морковь;Напитки;Европейская кухня;https://eda.ru/recepty/napitki/citrusovij-koktejl-18956
Банана колада (Banana Colada);белый ром, ананасовый сок, ликер «малибу», бананы;Напитки;Авторская кухня;https://eda.ru/recepty/napitki/banana-kolada-banana-colada-40206
Имбирный эль безалкогольный;корень имбиря, коричневый сахар, лимон, черный перец горошком, газированная вода, вода;Напитки;Европейская кухня;https://eda.ru/recepty/napitki/imbirnij-jel-bezalkogolnij-42173
Медовуха;вода, мед, корица, мускатный орех, хмель, сухие дрожжи;Напитки;Русская кухня;https://eda.ru/recepty/napitki/medovuha-38271
Рождественский фруктовый компот;яблоко, мед, ванильный стручок, кардамон, корица, тростниковый сахар, апельсины, сухофрукты, зеленый чай, вода;Напитки;Русская кухня;https://eda.ru/recepty/napitki/rozhdestvenskij-fruktovij-kompot-48573
Холодный чай с молоком и мятой;вода, черный чай, сушеная мята, молоко, сливки 10%-ные, сахар, лимонный сок, соль;Напитки;Авторская кухня;https://eda.ru/recepty/napitki/holodnij-chaj-s-molokom-mjatoj-25051
Коктейль с мороженым и бананами;молоко, бананы, пломбир;Напитки;Украинская кухня;https://eda.ru/recepty/napitki/koktejl-s-morozhenim-bananami-28639
Молочный горячий шоколад с лесными ягодами;сахар, сливки, молочный шоколад, замороженные ягоды;Напитки;Горячий шоколад;https://eda.ru/recepty/napitki/molochnij-gorjachij-shokolad-s-lesnimi-jagodami-21320
Коктейль из просекко с водкой и лимонным шербетом (Sgroppino);просекко, лимонная водка, измельченные листья мяты, колотый лед, лимонный шербет;Напитки;Итальянская кухня;https://eda.ru/recepty/napitki/koktejl-iz-prosekko-s-vodkoj-limonnim-sherbetom-sgroppino-26290
Абрикосово-банановый смузи;абрикосы, бананы, рисовое ванильное молоко, натуральный йогурт;Напитки;Американская кухня;https://eda.ru/recepty/napitki/abrikosovo-bananovij-smuzi-45306
Ягодно-банановый смузи с лимонным йогуртом;бананы, замороженная клубника, малина замороженная , замороженная черника, лимонный йогурт, апельсиновый сок, мед, мягкий тофу;Напитки;Детское меню;https://eda.ru/recepty/napitki/jagodno-bananovij-smuzi-s-limonnim-jogurtom-24564
Лимонный ликер с базиликом;лимон, базилик, питьевой спирт, вода, сахар;Напитки;Итальянская кухня;https://eda.ru/recepty/napitki/limonnij-liker-s-bazilikom-25016
Безалкогольный пунш из клюквы;свежая клюква, кипяток, свежезаваренный черный чай, сахарный сироп, гвоздика;Напитки;Европейская кухня;https://eda.ru/recepty/napitki/bezalkogolnij-punsh-iz-kljukvi-34217
Виноградный коктейль с имбирем;водка, крем де кассис, виноград, свежий имбирь;Напитки;Авторская кухня;https://eda.ru/recepty/napitki/vinogradnyy-kokteyl-s-imbirem-29030
Горячий шоколад со специями;сахар, корица, мускатный орех, гвоздика, молоко, горький шоколад;Напитки;Европейская кухня;https://eda.ru/recepty/napitki/gorjachij-shokolad-so-specijami-40241
