food;ingredients;category;kitchen;food_url
Салат из яблок с ягодами;земляника, малина, сахар, яблоко, лимонный сок, сливки;Салаты;Фруктовые салаты;https://eda.ru/recepty/salaty/salat-iz-jablok-s-jagodami-23858
Слоеный овощной салат с сыром;свекла, морковь, твердый сыр, чеснок, изюм, чернослив, толченые грецкие орехи, майонез;Салаты;Слоеные салаты;https://eda.ru/recepty/salaty/sloenij-ovoshhnoj-salat-s-sirom-33718
Овощной сыроедческий салат с изюмом;помидоры, шпинат, редис, очищенные семена тыквы;Салаты;Русская кухня;https://eda.ru/recepty/salaty/ovoshhnoj-siroedcheskij-salat-s-izjumom-43699
Теплый салат с почками кролика;огурцы, куриное яйцо, рис, кроличьи почки;Салаты;Французская кухня;https://eda.ru/recepty/salaty/teplij-salat-s-pochkami-krolika-53504
Салат с курицей «Гнездо глухаря»;филе куриной грудки, куриное яйцо, картофель, лук, огурцы, зелень, соль, майонез, растительное масло, перепелиное яйцо;Салаты;Русская кухня;https://eda.ru/recepty/salaty/salat-s-kuricey-gnezdo-gluharya-126361
Куриный салат с грибами и сыром;куриная грудка, шампиньоны, сыр, куриное яйцо, сметана, соль;Салаты;Европейская кухня;https://eda.ru/recepty/salaty/kurinyy-salat-s-gribami-i-syrom-104212
Картофельный салат с зеленью и сливочным соусом;картофель, зелень, лук-шалот, куриное яйцо, горчица, сливки, оливковое масло, соль, молотый черный перец;Салаты;Итальянская кухня;https://eda.ru/recepty/salaty/kartofelnij-salat-s-zelenju-slivochnim-sousom-22815
Салат с дыней, красным луком и грецкими орехами;дыня, красный лук, смесь салатных листьев, грецкие орехи, оливковое масло, свежемолотый черный перец, морская соль, апельсины, лимон, коричневый сахар;Салаты;Европейская кухня;https://eda.ru/recepty/salaty/salat-s-dyney-krasnym-lukom-i-greckimi-orehami-152415
Салат из телятины с яйцами и эндивием;телятина, куриное яйцо, эндивий, лук-шалот, петрушка, оливковое масло, уксус, горчица, соль, молотый черный перец;Салаты;Французская кухня;https://eda.ru/recepty/salaty/salat-iz-teljatini-s-jajcami-jendiviem-22783
Салат из фасоли по-французски;зеленая стручковая фасоль, помидоры, кунжут, перец чили хлопьями, крупная морская соль, оливковое масло, соевый соус, дижонская горчица, зернистая дижонская горчица, красный винный уксус, молотый черный перец, соль;Салаты;Французская кухня;https://eda.ru/recepty/salaty/salat-iz-fasoli-pofrancuzski-151774
Крабовый салат с яблоками и рисом;яблоко, консервированная кукуруза, длиннозерный рис, куриное яйцо, майонез, крабовые палочки;Салаты;Русская кухня;https://eda.ru/recepty/salaty/krabovij-salat-s-jablokami-i-risom-39645
Грибной салат по-еревански;грибы, сладкий перец, шпик, корень сельдерея, рубленая петрушка, растительное масло, молотый черный перец, соль;Салаты;Армянская кухня;https://eda.ru/recepty/salaty/gribnoj-salat-po-erevanski-28538
Легкий салат с горчичной заправкой;рукола, эндивий, салат радиккьо, шнитт-лук, красный винный уксус, радиккьо-тревизо, соль, дижонская горчица, молотый черный перец, оливковое масло;Салаты;Европейская кухня;https://eda.ru/recepty/salaty/legkij-salat-s-gorchichnoj-zapravkoj-20570
Овощной салат по-грузински;помидоры, огурцы, белый лук, кинза, грецкие орехи, чеснок, подсолнечное масло, лимонный сок, соль;Салаты;Грузинская кухня;https://eda.ru/recepty/salaty/ovoschnoy-salat-po-gruzinski-173389
Салат с консервированной фасолью и индейкой;филе индейки, консервированная фасоль, оливковое масло, чеснок, соль, соевый соус, листья айсберга, огурцы, сухарики, майонез;Салаты;Средиземноморская кухня;https://eda.ru/recepty/salaty/salat-s-konservirovannoy-fasolyu-i-indeykoy-174111
Фруктово-ягодный салат с камамбером;сыр камамбер, грейпфруты, рукола, черника, прованские травы, оливковое масло extra virgin;Салаты;Французская кухня;https://eda.ru/recepty/salaty/fruktovoyagodny-salat-s-kamamberom-151371
Теплый салат с печеной свеклой;свекла, помидоры, сладкий красный лук, кабачки, рукола, оливковое масло, мед, кешью жареный, бальзамический уксус;Салаты;Европейская кухня;https://eda.ru/recepty/salaty/teplij-salat-s-pechenoj-svekloj-40222
Салат из свеклы с фетой;крупная соль, лимонный сок, бальзамический уксус, сыр фета, смесь молотых перцев , оливковое масло, свекла;Салаты;Греческая кухня;https://eda.ru/recepty/salaty/salat-iz-svekli-s-fetoj-42268
Салат «Коул Слоу»;капуста, морковь, красный лук, петрушка, кинза, горчица, сахар, соль, яблочный уксус, оливковое масло;Салаты;Американская кухня;https://eda.ru/recepty/salaty/salat-koul-slou-173630
Салат с фасолью и кабачком;огурцы, морковь, лук, кабачки, красная консервированная фасоль, специи, сметана;Салаты;Европейская кухня;https://eda.ru/recepty/salaty/salat-s-fasolyu-i-kabachkom-125962
Самый зеленый салат;мангольд, яблоки «гренни-смит», огурцы, оливки, зеленый лук, авокадо, капуста брокколи, фисташки, сыр фета, оливковое масло, лимонный сок, дижонская горчица, мед, базилик, чеснок, соль, молотый черный перец;Салаты;Авторская кухня;https://eda.ru/recepty/salaty/samyy-zelenyy-salat-114456
Итальянский салат из пенне и семги;паста пенне, зеленый лук, слабосоленая семга, каперсы, оливковое масло, молотый черный перец, майоран, натуральный йогурт, домашний майонез, укроп;Салаты;Итальянская кухня;https://eda.ru/recepty/salaty/italjanskij-salat-iz-penne-i-semgi-40228
Салат из шпината с адыгейским сыром;шпинат, адыгейский сыр, морковь, чеснок, редис, красный лук, петрушка, укроп, оливковое масло, бальзамический уксус, соль, молотый черный перец;Салаты;Европейская кухня;https://eda.ru/recepty/salaty/salat-iz-shpinata-s-adygeyskim-syrom-140423
Салат из печени трески и кукурузы;консервированная кукуруза, печень трески, куриное яйцо, молотый черный перец, смесь салатных листьев, соль;Салаты;Европейская кухня;https://eda.ru/recepty/salaty/salat-iz-pecheni-treski-i-kukuruzi-33830
Теплый салат с говядиной;говяжий рибай, мини-картофель , смесь салатных листьев танго микс «белая дача», помидоры черри, сладкий перец, маринованные огурцы, соус «винегрет», оливковое масло, вустерширский соус, сахар, французская горчица, тимьян, соль, молотый черный перец;Салаты;Итальянская кухня;https://eda.ru/recepty/salaty/teplyy-salat-s-govyadinoy-125703
Овощной салат с льняным маслом;черные помидоры, огурцы, куриное яйцо, красный лук, чеснок, микросалат, льняное масло, соль, молотый черный перец;Салаты;Русская кухня;https://eda.ru/recepty/salaty/ovoschnoy-salat-s-lnyanym-maslom-140176
Салат из креветок и крабовых палочек;куриное яйцо, креветки, крабовые палочки, майонез, репчатый лук, красная икра;Салаты;;https://eda.ru/recepty/salaty/salat-iz-krevetok-krabovih-palochek-21292
Куриный салат с кедровыми орехами и черносливом;куриное филе, китайская капуста, куриное яйцо, чернослив, кедровые орехи, соль, майонез;Салаты;Европейская кухня;https://eda.ru/recepty/salaty/kurinij-salat-s-kedrovimi-orehami-i-chernoslivom-17338
Апельсиновый салат с авокадо;растительное масло, цедра апельсина, свежевыжатый апельсиновый сок, сахар, свежевыжатый лимонный сок, сухая горчица, соль, апельсины, авокадо, красный лук, зеленый салат;Салаты;Европейская кухня;https://eda.ru/recepty/salaty/apelsinovij-salat-s-avokado-50532
Южноевропейский салат с сыром бри;рукола, красные помидоры черри , оливковое масло extra virgin, соевый соус, зернистая дижонская горчица, сыр бри, кунжутные семечки;Салаты;Европейская кухня;https://eda.ru/recepty/salaty/yuzhno-evropeyskiy-salat-s-syrom-bri-174152
Картофельный салат с мятой и ароматной заправкой;картофель, сметана, огурцы, свежая мята, лимонный сок, соль, свежий красный перец, кокосовая стружка, кумин (зира), семена горчицы, растительное масло;Салаты;Индийская кухня;https://eda.ru/recepty/salaty/kartofelnij-salat-s-mjatoj-i-aromatnoj-zapravkoj-19697
Слоеный салат с красной рыбой, рисом и овощами;рис, слабосоленая семга, огурцы, морковь, куриное яйцо, авокадо, лимонный сок, зеленый лук, красный лук, укроп, белый винный уксус, сахар, соль, майонез, молотый черный перец;Салаты;Русская кухня;https://eda.ru/recepty/salaty/sloenij-salat-s-krasnoj-riboj-risom-ovoschami-27135
Теплый салат с запеченным редисом;редис, помидоры черри, красный лук, чеснок, микросалат, оливковое масло extra virgin, рафинированное оливковое масло, красный винный уксус, итальянские травы, молотый черный перец, морская соль, лимонный сок;Салаты;Авторская кухня;https://eda.ru/recepty/salaty/teplyy-salat-s-zapechennym-redisom-173420
Легкий салат с маринованными шампиньонами;сладкий перец, зеленый салат, красный лук, консервированные шампиньоны, оливковое масло, морская соль, бальзамический уксус, смесь перцев;Салаты;Русская кухня;https://eda.ru/recepty/salaty/legkij-salat-s-marinovannimi-shampinonami-35439
Салат с фузилли, фасолью и томатами;паста фузилли, оливковое масло, чеснок, бальзамический уксус, толченые грецкие орехи, соль, свежемолотый черный перец, помидоры, белая консервированная фасоль;Салаты;Детское меню;https://eda.ru/recepty/salaty/salat-s-fuzilli-fasolju-tomatami-24256
Салат корн с морским гребешком и манговым соусом;гребешки, манго, грейпфруты, лайм, салат радиккьо, салат корн, манговое пюре, оливковое масло, сливки 30%-ные, соль, молотый черный перец;Салаты;Французская кухня;https://eda.ru/recepty/salaty/salat-korn-s-morskim-grebeshkom-i-mangovim-sousom-35607
Зеленый салат с маслом расторопши;авокадо, сельдерей, огурцы, чеснок, лимон, морская соль, молотый перец чили, масло расторопши;Салаты;Авторская кухня;https://eda.ru/recepty/salaty/zeleny-salat-s-maslom-rastoropshi-152933
Салат из кальмаров с картофелем и морковью;консервированный зеленый горошек, консервированные кальмары, соленые огурцы, картофель, майонез, морковь, соль, молотый черный перец;Салаты;Европейская кухня;https://eda.ru/recepty/salaty/salat-iz-kalmarov-s-kartofelem-i-morkovju-39664
Летний салат с беконом и грецкими орехами;латук, копченый бекон , помидоры черри, морковь, английские огурцы, желтый сладкий перец, толченые грецкие орехи, крупная соль, свежемолотый черный перец, соус ранч;Салаты;Европейская кухня;https://eda.ru/recepty/salaty/letnij-salat-s-bekonom-greckimi-orehami-24237
Салат с маринованным перцем;куриное филе, маринованный перец, репчатый лук, куриное яйцо, майонез, сливочное масло;Салаты;Молдавская кухня;https://eda.ru/recepty/salaty/salat-s-marinovannim-percem-43846
Цитрусовый салат с фенхелем;фенхель, апельсины, грейпфруты, смесь салатных листьев, кедровые орехи, лимонный сок, оливковое масло, соль, молотый черный перец;Салаты;Веганская еда;https://eda.ru/recepty/salaty/citrusovij-salat-s-fenhelem-55588
Зеленый салат с сельдью и горчичной заправкой;сельдь, куриное яйцо, красный лук, салат айсберг, оливковое масло, уксус, горчица;Салаты;Шведская кухня;https://eda.ru/recepty/salaty/zelenyy-salat-s-seldyu-i-gorchichnoy-zapravkoy-69669
Салат «Калейдоскоп» с мясом и зернами граната;свекла, морковь, картофель, белокочанная капуста, свинина, гранаты, зелень, майонез, соль, специи, растительное масло;Салаты;Европейская кухня;https://eda.ru/recepty/salaty/salat-kalejdoskop-s-mjasom-zernami-granata-26916
Сочный весенний салат из клубники, салатных листьев, репы с заправкой из гранадиллы;клубника, салатная смесь «еда», белая репа, зеленый лук, сахар, бальзамический уксус, кунжутное масло, гранадилла;Салаты;Русская кухня;https://eda.ru/recepty/salaty/sochnij-vesennij-salat-iz-klubniki-salatnih-listev-repi-s-zapravkoj-iz-granadilli-37164
Салат с крабовыми палочками, огурцом и зеленым горошком;репчатый лук, крабовые палочки, майонез, молотый черный перец, зеленый горошек, огурцы, зеленый салат;Салаты;Авторская кухня;https://eda.ru/recepty/salaty/salat-s-krabovimi-palochkami-ogurcom-i-zelenim-goroshkom-36689
Салат «Трейсерский» с помидорами и редисом;зеленый салат, редис, стебель сельдерея, огурцы, соленые огурцы, помидоры, авокадо, зеленый сладкий перец, зеленый лук, растительное масло, соль;Салаты;Европейская кухня;https://eda.ru/recepty/salaty/salat-treyserskiy-s-pomidorami-i-redisom-38040
Белково-диетический салат;консервированный тунец в собственном соку, куриное яйцо, лук, лимонный сок, зелень, бальзамический уксус;Салаты;Итальянская кухня;https://eda.ru/recepty/salaty/belkovo-dieticheskij-salat-44550
Салат «Тосканский» помидоровый;семена фенхеля, чеснок, зеленый базилик , помидоры, оливковое масло extra virgin, сыр пармезан, чиабатта;Салаты;Овощные салаты;https://eda.ru/recepty/salaty/salat-toskanskij-pomidorovij-42198
Салат с курицей, яблоком, черносливом и грецкими орехами;куриное яйцо, куриная грудка, сыр, яблоко, чернослив без косточек, очищенные грецкие орехи, лук, майонез;Салаты;Европейская кухня;https://eda.ru/recepty/salaty/salat-s-kuricej-jablokom-chernoslivom-i-greckimi-orehami-37307
Макаронный салат «Цезарь»;майонез, куриная грудка, лимонный сок, оливковое масло, дижонская горчица, тертый сыр пармезан , чеснок, паста, салат романо, соль, молотый черный перец;Салаты;Американская кухня;https://eda.ru/recepty/salaty/makaronnij-salat-cezar-45107
Салат с авокадо и сыром;авокадо, сыр, чеснок, соль, молотый черный перец, майонез;Салаты;Европейская кухня;https://eda.ru/recepty/salaty/salat-s-avokado-i-sirom-47725
Куриный салат с фасолью и грибами;шампиньоны, куриная грудка, красная консервированная фасоль, огурцы, зелень, репчатый лук, сухарики;Салаты;Русская кухня;https://eda.ru/recepty/salaty/kurinij-salat-s-fasolju-i-gribami-33751
Теплый салат с руколой и оливками;пшено, морковь, рукола, оливки в масле, авокадо, лимонный сок, оливковое масло extra virgin, горчица, соевый соус, мед;Салаты;Итальянская кухня;https://eda.ru/recepty/salaty/teplyy-salat-s-rukoloy-i-olivkami-43862
Салат с креветками, манго и орехами макадамия;листья базилика, салат радиккьо, кресс-салат, очищенные королевские креветки , масло макадамии, оливковое масло, орехи макадамия, чеснок, лимонный сок, манго, специи, авокадо;Салаты;Паназиатская кухня;https://eda.ru/recepty/salaty/salat-s-krevetkami-mango-orehami-makadamija-19173
Салат с кальмарами HappyOldYear;крабы, кальмары, куриное яйцо, лук-порей, авокадо, салат романо, майонез, огурцы;Салаты;;https://eda.ru/recepty/salaty/salat-s-kalmarami-happyoldyear-56589
Острый салат из манго и креветок;зеленое манго, маленькие очищенные вареные креветки, красный лук, перец чили, жареный арахис, рыбный соус, кунжутное масло;Салаты;Итальянская кухня;https://eda.ru/recepty/salaty/ostrij-salat-iz-mango-i-krevetok-36454
Салат с помидорами и пекинской капустой;пекинская капуста, помидоры, красный сладкий перец, лук-шалот, оливковое масло, лимон, горчица, соль, молотый черный перец;Салаты;Китайская кухня;https://eda.ru/recepty/salaty/salat-s-pomidorami-i-pekinskoy-kapustoy-93217
Салат с авокадо и треской;авокадо, огурцы, смесь салатных листьев окинава «белая дача», филе трески, соус терияки, оливковое масло;Салаты;Японская кухня;https://eda.ru/recepty/salaty/salat-s-avokado-i-treskoj-49671
Салат из пасты, креветок и базилика;крупная соль, паста фарфалле (бабочки), очищенные вареные креветки, красный сладкий перец, чеснок, сладкий красный лук, измельченные листья базилика, оливковое масло extra virgin, лимонная цедра, лимонный сок, красный перец хлопьями, свежемолотый черный перец;Салаты;Европейская кухня;https://eda.ru/recepty/salaty/salat-iz-pasti-krevetok-bazilika-27208
Грибной салат с апельсинами;шампиньоны, сыр, сладкий перец, апельсины, яблоко, сельдерей, растительное масло, мед, йогурт, горчица, лимон, соль, молотый черный перец;Салаты;Салаты с грибами;https://eda.ru/recepty/salaty/gribnoj-salat-s-apelsinami-22114
Теплый салат с печенью и карамелизированным луком;куриная печень, лук, сахар, оливковое масло, помидоры, смесь салатных листьев, соль, молотый черный перец, лимон, бальзамический уксус;Салаты;Европейская кухня;https://eda.ru/recepty/salaty/teplij-salat-s-pechenju-i-karamelizirovannim-lukom-39570
Салат из апельсинов с мелиссой;зеленый салат, апельсины, апельсиновый сок, лимонный сок, сахар, соль, растительное масло, молотый белый перец, мелисса;Салаты;Австрийская кухня;https://eda.ru/recepty/salaty/salat-iz-apelsinov-s-melissoj-22525
Слоеный овощной салат с солеными огурцами;свекла, морковь, соленые огурцы, куриное яйцо, сыр, зеленый лук, майонез, картофель, сметана 15%-ная;Салаты;Европейская кухня;https://eda.ru/recepty/salaty/sloenij-ovoshhnoj-salat-s-solenimi-ogurcami-40143
Салат с брокколи, кукурузой и яблоками;капуста брокколи, консервированная кукуруза, яблоко, кешью жареный, мед;Салаты;Французская кухня;https://eda.ru/recepty/salaty/salat-s-brokkoli-kukuruzoj-i-jablokami-52877
Салат из перца с яблоками;петрушка, сметана, соль, сахар, кислые яблоки, красный сладкий перец;Салаты;Европейская кухня;https://eda.ru/recepty/salaty/salat-iz-perca-s-jablokami-39505
Салат из запеченной свеклы с корном;салат корн, свекла, очищенные семена тыквы, оливковое масло, бальзамический уксус;Салаты;Европейская кухня;https://eda.ru/recepty/salaty/salat-iz-zapechennoj-svekli-s-kornom-40041
Салат с индейкой и фасолью;филе индейки, консервированная фасоль, огурцы, сыр, соевый соус, подсолнечное масло, специи;Салаты;Европейская кухня;https://eda.ru/recepty/salaty/salat-s-indeykoy-i-fasolyu-92786
Салат с грушей и цукини;цукини, груши «конференц», обезжиренный сыр фета, грецкие орехи, оливковое масло, мед, лимонный сок, горчица, молотый черный перец, соль;Салаты;Итальянская кухня;https://eda.ru/recepty/salaty/salat-s-grushey-i-cukini-92056
Салат с нектарином и сыром;сливы, смесь салатных листьев, нектарины, сыр с плесенью, миндаль, оливковое масло, соль, бальзамический уксус;Салаты;Европейская кухня;https://eda.ru/recepty/salaty/salat-s-nektarinom-i-sirom-38804
Салат с крабами по-японски;крабы, сыр филадельфия, смесь салатных листьев, васаби, соевый соус, горчица, лайм, репчатый лук, зеленый лук, имбирь;Салаты;Японская кухня;https://eda.ru/recepty/salaty/salat-s-krabami-po-japonski-21886
Салат с зеленым горошком и лимоном;лимон, смесь салатных листьев, зеленый горошек, редис, лук, лимонный сок, оливковое масло, соль, молотый черный перец;Салаты;Итальянская кухня;https://eda.ru/recepty/salaty/salat-s-zelenym-goroshkom-i-limonom-94038
Слоеный салат с горбушей;куриное яйцо, морковь, огурцы, горбуша консервированная в собственном соку, рис;Салаты;Европейская кухня;https://eda.ru/recepty/salaty/sloenij-salat-s-gorbushej-48022
Салат из сельди и свеклы с апельсиновой заправкой;норвежская слабосоленая сельдь, свекла, апельсины, репчатый лук, зеленый салат, кинза;Салаты;Европейская кухня;https://eda.ru/recepty/salaty/salat-iz-seldi-svekli-s-apelsinovoj-zapravkoj-19049
Салат-коктейль из креветок;креветки, яблоко, лимонный сок, огурцы, майонез, молотый черный перец, соль, укроп, лимон;Салаты;Европейская кухня;https://eda.ru/recepty/salaty/salat-koktejl-iz-krevetok-38650
Зеленый салат с базиликом и курицей;куриная грудка, лук-порей, красный базилик , соль, смесь перцев, оливковое масло, майонез;Салаты;Салаты с курицей;https://eda.ru/recepty/salaty/zelenyy-salat-s-bazilikom-i-kuricey-79864
Овощной салат с копченой колбаской;свекла, яблоко, помидоры, огурцы, капуста, копченая колбаса, чипсы, зелень, майонез;Салаты;Русская кухня;https://eda.ru/recepty/salaty/ovoschnoy-salat-s-kopchenoy-kolbaskoy-69571
Хрустящий салат с лососем в тортилье;морковь, огурцы, консервированный лосось, легкий майонез, горчица, кукурузные лепешки, помидоры, зеленый салат;Салаты;Мексиканская кухня;https://eda.ru/recepty/salaty/hrustyaschiy-salat-s-lososem-v-tortile-54824
Салат с мягким сыром и маслинами;зеленый салат, сладкий перец, репчатый лук, маслины без косточек, мягкий сыр, помидоры черри, кукурузное масло, бальзамический уксус, соль;Салаты;Паназиатская кухня;https://eda.ru/recepty/salaty/salat-s-myagkim-syrom-i-maslinami-92583
Салат с томатами, черешней и абрикосами;розовые помидоры, красные помидоры черри , желтые помидоры черри , помидоры черри конфи, черешня, абрикосы, сахар, белое вино, кисло-сладкий соус, оливковое масло, щавель, лепестки цветов;Салаты;Итальянская кухня;https://eda.ru/recepty/salaty/salat-s-tomatami-chereshney-i-abrikosami-137913
Салат с корейской морковью, ветчиной и омлетом;морковь по-корейски, куриное яйцо, молоко, ветчина, майонез, соль;Салаты;Корейская кухня;https://eda.ru/recepty/salaty/salat-s-koreyskoy-morkovyu-vetchinoy-i-omletom-58250
Салат из чечевицы, свеклы и арахиса;чечевица, свекла, соленый арахис, авокадо, петрушка, оливковое масло, лимон, хлебцы finn crisp traditional;Салаты;Овощные салаты;https://eda.ru/recepty/salaty/salat-iz-chechevici-svekli-i-arahisa-40193
Салат со шпротами, перепелиными яйцами и корнеплодами;анис (бадьян), шпроты, перепелиное яйцо, свекла, репа, зеленый салат, красный винный уксус, растительное масло, оливковое масло, зернистая горчица, розмарин, луковая шелуха;Салаты;Эстонская кухня;https://eda.ru/recepty/salaty/salat-so-shprotami-i-korneplodami-36695
Куриный салат с авокадо и виноградом;авокадо, черный виноград, зеленый салат, мандарины, апельсиновый сок, майонез, сливки 20%-ные, соль, куриное филе;Салаты;Европейская кухня;https://eda.ru/recepty/salaty/kurinij-salat-s-avokado-i-vinogradom-37575
Салат с теплой печенью под бальзамическим соусом;зеленый салат, сладкий перец, помидоры, куриная печень, огурцы, оливковое масло, морская соль, бальзамический соус;Салаты;Европейская кухня;https://eda.ru/recepty/salaty/salat-s-teploj-pechenju-pod-balzamicheskim-sousom-39503
Весенний салат из редиса с горчичной заправкой;редис с ботвой, рукола, зеленый лук, цветочный мед, натуральный йогурт, дижонская горчица;Салаты;Русская кухня;https://eda.ru/recepty/salaty/vesennij-salat-iz-redisa-s-gorchichnoj-zapravkoj-42520
Салат из рукколы, клубники и пармезана;очищенные грецкие орехи, рукола, клубника, сыр пармезан, соль, свежемолотый черный перец, бальзамический соус, оливковое масло extra virgin;Салаты;Французская кухня;https://eda.ru/recepty/salaty/salat-iz-rukkoli-klubniki-parmezana-28160
Салат с куриным филе и авокадо;бекон, куриное филе, оливки, розовые грейпфруты, пекинская капуста, авокадо, оливковое масло;Салаты;Итальянская кухня;https://eda.ru/recepty/salaty/salat-s-kurinim-file-i-avokado-35600
Салат из шампиньонов и черри;растительное масло, свежие шампиньоны, помидоры черри, перепелиное яйцо, зеленый салат, зеленый лук, майонез, лимонный сок, соль;Салаты;Русская кухня;https://eda.ru/recepty/salaty/salat-iz-shampinonov-i-cherri-43796
Фруктово-овощной салат;белокочанная капуста, зеленый лук, морковь, консервированные персики, апельсины, лимонный сок, сметана, сахар, соль, яблоко, мята;Салаты;Русская кухня;https://eda.ru/recepty/salaty/fruktovo-ovoschnoj-salat-23064
Салат из маринованных овощей с индейкой;индейка, зеленый лук, зелень, орегано, соль, молотый черный перец, красный винный уксус, горчица, растительное масло, чеснок, артишоки, свежие грибы, морковь, сладкий перец, цветная капуста;Салаты;Американская кухня;https://eda.ru/recepty/salaty/salat-iz-marinovannih-ovoschej-s-indejkoj-23185
Салат из пекинской капусты с домашним майонезом;пекинская капуста, помидоры черри, шпинат, чеснок, домашний майонез, подсолнечное масло, соль;Салаты;Авторская кухня;https://eda.ru/recepty/salaty/salat-iz-pekinsko-kapusty-s-domashnim-maonezom--152232
Салат из пекинской капусты со шпинатом;пекинская капуста, помидоры черри, шпинат мини, чеснок, подсолнечное нерафинированное масло, соль;Салаты;Авторская кухня;https://eda.ru/recepty/salaty/salat-iz-pekinsko-kapusty-so-shpinatom-152087
Салат из свежего горошка;горох, свежая мята, финики, лимон, салат ромен, очищенные семена тыквы;Салаты;Французская кухня;https://eda.ru/recepty/salaty/salat-iz-svezhego-goroshka-22516
Куриный салат с крабовыми палочками и кукурузой;куриная грудка, огурцы, консервированная кукуруза, крабовые палочки, майонез, соль;Салаты;Европейская кухня;https://eda.ru/recepty/salaty/kurinij-salat-s-krabovimi-palochkami-i-kukuruzoj-47464
Хрустящий салат с курицей, красным луком и сухариками;куриное филе, огурцы, сладкий красный лук, зеленый салат, твердый сыр, растительное масло, уксус, соль, молотый черный перец, чеснок, сухарики;Салаты;Европейская кухня;https://eda.ru/recepty/salaty/hrustjashhij-salat-s-kuricej-krasnim-lukom-i-suharikami-38064
Салат из баклажанов и ветчины;баклажаны, ветчина, репчатый лук, оливковое масло, огурцы, сметана, зелень, тимьян, соль, молотый черный перец, зеленый салат, сыр дорблю;Салаты;Русская кухня;https://eda.ru/recepty/salaty/salat-iz-baklazhanov-i-vetchiny-22152
Салат с теплым лососем;лосось, рукола, соевый соус;Салаты;Европейская кухня;https://eda.ru/recepty/salaty/salat-s-teplim-lososem-26985
Салат с курицей и фенхелем;фенхель, сметана, сыр пармезан, специи, редис, паприка, зеленый лук, оливковое масло, овощи, куриное филе;Салаты;Французская кухня;https://eda.ru/recepty/salaty/salat-s-kuricej-i-fenhelem-35433
Салат из курицы с красной фасолью и сыром;куриное филе, консервированная фасоль, российский сыр, чеснок, майонез;Салаты;Русская кухня;https://eda.ru/recepty/salaty/salat-iz-kurici-s-krasnoj-fasolju-sirom-20630
Средиземноморский салат из осьминога;осьминог, картофель, зеленый лук, оливковое масло extra virgin, лимон, соль, молотый черный перец, чеснок, петрушка;Салаты;Средиземноморская кухня;https://eda.ru/recepty/salaty/sredizemnomorskij-salat-iz-osminoga-43301
Весенний салат из редиса с горчичной заправкой;редис с ботвой, рукола, зеленый лук, цветочный мед, натуральный йогурт, дижонская горчица;Салаты;Русская кухня;https://eda.ru/recepty/salaty/vesennij-salat-iz-redisa-s-gorchichnoj-zapravkoj-42520
Теплый салат с беконом и рукколой;помидоры черри, оливковое масло, рукола, бальзамический уксус, тертый сыр пармезан , копченый бекон ;Салаты;Европейская кухня;https://eda.ru/recepty/salaty/teplij-salat-s-bekonom-i-rukkoloj-38462
Салат морской с сыром и зеленью;кальмары, рубленая петрушка, майонез, тертый сыр пармезан , очищенные вареные креветки, кедровые орехи, куриное яйцо, огурцы, маслины без косточек;Салаты;;https://eda.ru/recepty/salaty/salat-morskoj-s-sirom-i-zelenju-38900
Салат с фасолью и моцареллой;зеленая стручковая фасоль, помидоры черри, сыр моцарелла, красный лук, растительное масло, чеснок, белое сухое вино, лимонный сок, базилик, сахар, оливки без косточек, соль, молотый черный перец;Салаты;Итальянская кухня;https://eda.ru/recepty/salaty/salat-s-fasolyu-i-mocarelloy-69280
Слоеный салат с курицей и грибами;куриная грудка, свежие шампиньоны, репчатый лук, куриное яйцо, сыр, майонез, растительное масло, огурцы;Салаты;Европейская кухня;https://eda.ru/recepty/salaty/sloenij-salat-s-kuricej-i-gribami-55948
Греческий салат с нутом и фетой;консервированный нут, огурцы, помидоры черри, сладкий красный лук, чеснок, греческие маслины, сыр фета, лимонный сок, итальянская салатная заправка , соль, молотый черный перец;Салаты;Греческая кухня;https://eda.ru/recepty/salaty/grecheskij-salat-s-nutom-i-fetoj-51454
Салат из маринованных овощей с индейкой;индейка, зеленый лук, зелень, орегано, соль, молотый черный перец, красный винный уксус, горчица, растительное масло, чеснок, артишоки, свежие грибы, морковь, сладкий перец, цветная капуста;Салаты;Американская кухня;https://eda.ru/recepty/salaty/salat-iz-marinovannih-ovoschej-s-indejkoj-23185
Салат с карамелизированной куриной печенью;смесь салатных листьев, коньяк, бальзамический уксус, растительное масло, оливковое масло, винный уксус, мед, семена горчицы, соль, молотый черный перец, тростниковый сахар, куриная печень;Салаты;Европейская кухня;https://eda.ru/recepty/salaty/salat-s-karamelizirovannoj-kurinoj-pechenju-38852
Теплый салат с белой фасолью;морковь, красный лук, сладкий перец, чеснок, белая консервированная фасоль, оливковое масло, лимонная цедра, лимонный сок, соль, молотый черный перец;Салаты;Европейская кухня;https://eda.ru/recepty/salaty/teplij-salat-s-beloj-fasolju-46572
Зеленый салат с сулугуни и соусом песто;рукола, помидоры, сыр сулугуни, песто, соль, молотый черный перец;Салаты;Грузинская кухня;https://eda.ru/recepty/salaty/zelenij-salat-s-suluguni-i-sousom-pesto-32768
Зеленый итальянский салат с соусом винегрет;помидоры черри, рукола, салат корн, салат айсберг, морковь, оливковое масло, горчица, тертый сыр пармезан , яблочный уксус;Салаты;Итальянская кухня;https://eda.ru/recepty/salaty/zelenij-italjanskij-salat-s-sousom-vinegret-44709
